01572031,00553925,Predictive Decision Required BUA,Admit,Admit (BUA Communications)
01509722,00554047,Predictive Decision Required BUA,Admit,Admit (BUA Communications)
01550697,00571153,Predictive Decision Required BUA,Admit,Admit (BUA Communications)
01467896,00561943,Predictive Decision Required BUA,Admit,Admit (BUA Communications)
01519265,00566846,Predictive Decision Required BUA,Admit,Admit (BUA Communications)
01587929,00569634,Predictive Decision Required BUA,Admit,Admit (BUA Communications)
